"state","city","make","ttl"
WA,Ridgefield,NISSAN,50
WA,Ritzville,CHEVROLET,2
WA,Rochester,CHEVROLET,12
WA,Rock Island,TESLA,3
WA,Rockford,SUBARU,1
WA,Ronald,TESLA,7
WA,Rosalia,FORD,2
WA,Rosburg,NISSAN,1
WA,Roslyn,TESLA,3
WA,Roy,NISSAN,10
WA,Royal City,TESLA,4
WA,Ruston,CHEVROLET,2
WA,Ryderwood,NISSAN,1
WA,Sammamish,TESLA,1248
WA,Seabeck,FORD,8
WA,Seatac,JEEP,346
WA,Seattle,TESLA,680
WA,Seaview,CHRYSLER,1
WA,Sedro Woolley,CHEVROLET,6
WA,Sedro-Woolley,NISSAN,21
WA,Sekiu,JEEP,1
WA,Selah,TESLA,12
WA,Sequim,NISSAN,64
WA,Seven Bays,RIVIAN,1
WA,Shaw Island,AUDI,1
WA,Shelton,NISSAN,34
WA,Shoreline,NISSAN,277
WA,Silver Creek,TESLA,2
WA,Silverdale,NISSAN,27
WA,Silverlake,TESLA,4
WA,Skamokawa,TESLA,2
WA,Skykomish,CHEVROLET,1
WA,Snohomish,NISSAN,168
WA,Snoqualmie,FORD,40
WA,Snoqualmie Pass,BMW,3
WA,Snowden,AUDI,1
WA,Soap Lake,TESLA,3
WA,South Bend,CADILLAC,1
WA,South Cle Elum,RIVIAN,1
WA,South Hill,NISSAN,32
WA,South Prairie,HYUNDAI,1
WA,Spanaway,NISSAN,33
WA,Spangle,CHEVROLET,2
WA,Spokane,NISSAN,193
WA,Spokane Valley,CHRYSLER,105
WA,Sprague,KIA,1
WA,Springdale,TESLA,1
WA,Stanwood,TESLA,39
WA,Steilacoom,TOYOTA,14
WA,Stevenson,CHEVROLET,5
WA,Sultan,CHEVROLET,16
WA,Sumas,JEEP,2
WA,Sumner,RIVIAN,86
WA,Sunnyside,JEEP,6
WA,Suquamish,CHEVROLET,7
WA,Surfside,TOYOTA,3
WA,Tacoma,NISSAN,413
WA,Taholah,HYUNDAI,1
WA,Tahuya,TESLA,6
WA,Tekoa,SUBARU,1
WA,Tenino,CHEVROLET,13
WA,Thorp,CHRYSLER,1
WA,Tieton,CHEVROLET,1
WA,Tokeland,VOLVO,1
WA,Toledo,TESLA,4
WA,Tonasket,TESLA,3
WA,Toppenish,TESLA,4
WA,Touchet,FORD,1
WA,Toutle,CHEVROLET,1
WA,Trout Lake,TOYOTA,5
WA,Tukwila,JEEP,750
WA,Tulalip,NISSAN,1
WA,Tumwater,NISSAN,78
WA,Twisp,TESLA,5
WA,Underwood,CHRYSLER,2
WA,Union,CHRYSLER,3
WA,Union Gap,TOYOTA,2
WA,Uniontown,FORD,1
WA,University Place,NISSAN,61
WA,Vader,CHEVROLET,1
WA,Valley,TOYOTA,2
WA,Valleyford,FORD,2
WA,Vancouver,NISSAN,523
WA,Vashon,TESLA,63
WA,Vaughn,TOYOTA,3
WA,Veradale,TESLA,5
WA,Waitsburg,AUDI,1
WA,Walla Walla,NISSAN,35
WA,Walla Walla Co,TESLA,1
WA,Wapato,TESLA,2
WA,Warden,BMW,1
WA,Washougal,TESLA,38
WA,Waterville,CHEVROLET,1
WA,Wenatchee,NISSAN,46
WA,West Richland,CHEVROLET,18
WA,Westport,TESLA,2
WA,White Salmon,CHEVROLET,12
WA,Wilbur,LEXUS,1
WA,Wilkeson,NISSAN,1
WA,Willapa,TESLA,1
WA,Winlock,CHEVROLET,10
WA,Winthrop,VOLKSWAGEN,11
WA,Woodinville,TESLA,136
WA,Woodland,TESLA,14
WA,Woodway,RIVIAN,9
WA,Yacolt,NISSAN,5
WA,Yakima,CHEVROLET,43
WA,Yarrow Point,TESLA,23
WA,Yelm,NISSAN,21
WA,Zillah,NISSAN,4
WA,Aberdeen,NISSAN,12
WA,Acme,FORD,1
WA,Addy,VOLKSWAGEN,1
WA,Airway Heights,NISSAN,4
WA,Algona,CHEVROLET,2
WA,Allyn,JEEP,5
WA,Amanda Park,TOYOTA,1
WA,Amboy,CHEVROLET,2
WA,Anacortes,CHEVROLET,49
WA,Anderson Island,NISSAN,4
WA,Ariel,TOYOTA,2
WA,Arlington,TESLA,30
WA,Ashford,FORD,2
WA,Asotin,CHEVROLET,1
WA,Auburn,NISSAN,104
WA,Bainbridge Island,VOLKSWAGEN,79
WA,Baring,RIVIAN,1
WA,Battle Ground,TESLA,25
WA,Beaux Arts,NISSAN,3
WA,Belfair,NISSAN,13
WA,Bellevue,TESLA,2285
WA,Bellingham,VOLKSWAGEN,176
WA,Benton City,CHEVROLET,4
WA,Bingen,CHEVROLET,1
WA,Black Diamond,TESLA,19
WA,Blaine,TESLA,25
WA,Bonney Lake,FORD,44
WA,Bothell,TESLA,266
WA,Bow,NISSAN,10
WA,Bremerton,CHEVROLET,60
WA,Brewster,CHEVROLET,1
WA,Bridgeport Bar,LUCID,1
WA,Brier,HYUNDAI,14
WA,Brinnon,TESLA,3
WA,Brush Prairie,NISSAN,22
WA,Buckley,TESLA,16
WA,Burbank,CADILLAC,1
WA,Burien,CHEVROLET,57
WA,Burlington,CHEVROLET,11
WA,Bz Corner,KIA,1
WA,Camano Island,NISSAN,28
WA,Camas,TESLA,93
WA,Carbonado,TESLA,2
WA,Carlton,MINI,1
WA,Carnation,CHEVROLET,22
WA,Carson,TOYOTA,2
WA,Cashmere,CHEVROLET,6
WA,Castle Rock,CHEVROLET,6
WA,Cathlamet,FORD,4
WA,Centerville,TESLA,1
WA,Centralia,TESLA,26
WA,Chattaroy,MITSUBISHI,3
WA,Chehalis,FORD,16
WA,Chelan,TESLA,17
WA,Cheney,CHEVROLET,9
WA,Chewelah,FORD,2
WA,Chimacum,CHEVROLET,2
WA,Cinebar,CHEVROLET,1
WA,Clarkston,TOYOTA,6
WA,Clayton,CHEVROLET,1
WA,Cle Elum,TESLA,17
WA,Clinton,CHEVROLET,18
WA,Clyde Hill,TESLA,44
WA,Colbert,TESLA,6
WA,Colfax,TESLA,3
WA,College Place,CHEVROLET,4
WA,Colton,TOYOTA,1
WA,Colville,CHEVROLET,5
WA,Concrete,TESLA,4
WA,Connell,AUDI,1
WA,Copalis Beach,CHEVROLET,1
WA,Cosmopolis,JEEP,2
WA,Coulee City,CHEVROLET,1
WA,Coulee Dam,FORD,1
WA,Coupeville,HYUNDAI,14
WA,Covington,NISSAN,27
WA,Cowiche,CHEVROLET,1
WA,Curlew,BMW,1
WA,Curtis,FORD,1
WA,Cusick,CHRYSLER,1
WA,Custer,CHEVROLET,3
WA,Dallesport,CHEVROLET,1
WA,Darrington,CHEVROLET,1
WA,Davenport,TOYOTA,3
WA,Dayton,TESLA,2
WA,Deer Park,NISSAN,6
WA,Deming,FORD,2
WA,Des Moines,CHEVROLET,24
WA,Dupont,JEEP,9
WA,Duvall,CHEVROLET,29
WA,East Wenatchee,TESLA,20
WA,Easton,FORD,1
WA,Eastsound,CHEVROLET,16
WA,Eatonville,FORD,8
WA,Edgewood,CHEVROLET,13
WA,Edmonds,TESLA,80
WA,Edwall,TESLA,1
WA,Electric City,FORD,1
WA,Elk,TESLA,3
WA,Ellensburg,FORD,15
WA,Elma,CHRYSLER,4
WA,Eltopia,FORD,1
WA,Endicott,TESLA,1
WA,Entiat,FORD,3
WA,Enumclaw,TESLA,26
WA,Ephrata,FORD,7
WA,Ethel,HYUNDAI,1
WA,Evans,CHEVROLET,1
WA,Everett,CHEVROLET,154
WA,Everson,CHEVROLET,7
WA,Fairchild Air Force Base,TESLA,2
WA,Fall City,NISSAN,12
WA,Federal Way,TESLA,69
WA,Ferndale,CHEVROLET,23
WA,Fife,CHEVROLET,10
WA,Fircrest,TESLA,7
WA,Ford,SUBARU,1
WA,Forks,FORD,2
WA,Fox Island,RIVIAN,13
WA,Freeland,CHEVROLET,16
WA,Friday Harbor,TESLA,33
WA,Garfield,TESLA,1
WA,Gig Harbor,NISSAN,117
WA,Glacier,AUDI,1
WA,Glenoma,KIA,1
WA,Gold Bar,TESLA,5
WA,Goldendale,TOYOTA,5
WA,Graham,JEEP,20
WA,Grand Coulee,FORD,1
WA,Grandview,JEEP,4
WA,Granger,HONDA,1
WA,Granite Falls,TESLA,14
WA,Grapeview,CHEVROLET,6
WA,Grayland,CHEVROLET,1
WA,Grays River,VOLKSWAGEN,1
WA,Greenacres,FORD,8
WA,Greenbank,TESLA,9
WA,Hansville,CHEVROLET,5
WA,Hoodsport,CHEVROLET,4
WA,Hoquiam,FORD,6
WA,Hunts Point,TESLA,6
WA,Husum,AUDI,2
WA,Ilwaco,RIVIAN,2
WA,Index,NISSAN,1
WA,Indianola,HYUNDAI,4
WA,Issaquah,TESLA,139
WA,Joint Base Lewis Mcchord,CHRYSLER,5
WA,Kalama,NISSAN,7
WA,Kapowsin,TESLA,1
WA,Kelso,NISSAN,13
WA,Kenmore,TESLA,41
WA,Kennewick,NISSAN,54
WA,Kent,TESLA,106
WA,Kettle Falls,KIA,3
WA,Keyport,CHEVROLET,1
WA,Kingston,CHEVROLET,16
WA,Kirkland,TESLA,318
WA,Kittitas,NISSAN,1
WA,La Center,TESLA,15
WA,La Conner,KIA,8
WA,Lacey,KIA,52
WA,Lake Forest Park,CHEVROLET,33
WA,Lake Stevens,TESLA,67
WA,Lake Tapps,TESLA,21
WA,Lakebay,CHEVROLET,7
WA,Lakewood,RIVIAN,193
WA,Langley,NISSAN,20
WA,Leavenworth,NISSAN,23
WA,Liberty Lake,KIA,12
WA,Lilliwaup,AUDI,1
WA,Lincoln,TESLA,1
WA,Long Beach,CHEVROLET,4
WA,Longbranch,KIA,3
WA,Longview,CHEVROLET,24
WA,Loon Lake,TESLA,2
WA,Lopez Island,TESLA,10
WA,Lummi Island,TOYOTA,4
WA,Lyle,TOYOTA,2
WA,Lynden,JEEP,16
WA,Lynnwood,TESLA,102
WA,Mabton,CHEVROLET,1
WA,Malaga,TESLA,3
WA,Mansfield,NISSAN,1
WA,Manson,NISSAN,5
WA,Maple Falls,TESLA,5
WA,Maple Valley,TESLA,70
WA,Marysville,TESLA,61
WA,Mattawa,JEEP,2
WA,Mazama,FORD,2
WA,Mccleary,JEEP,4
WA,Mead,KIA,6
WA,Medical Lake,CHEVROLET,3
WA,Medina,TESLA,45
WA,Menlo,FORD,1
WA,Mercer Island,TESLA,159
WA,Mesa,FORD,1
WA,Methow,SUBARU,1
WA,Mill Creek,TESLA,30
WA,Milton,NISSAN,7
WA,Mineral,TESLA,2
WA,Moclips,TESLA,1
WA,Monroe,TESLA,33
WA,Montesano,JEEP,8
WA,Morton,TOYOTA,2
WA,Moses Lake,CHEVROLET,19
WA,Mossyrock,BMW,2
WA,Mount Vernon,CHEVROLET,44
WA,Mountlake Terrace,FORD,19
WA,Moxee,CHEVROLET,2
WA,Mukilteo,TESLA,43
WA,Murdock,RIVIAN,1
WA,Naches,JEEP,2
WA,Nahcotta,VOLKSWAGEN,1
WA,Napavine,KIA,1
WA,Naselle,TESLA,2
WA,Neah Bay,CHEVROLET,1
WA,Newcastle,TESLA,55
WA,Newman Lake,CHEVROLET,3
WA,Newport,NISSAN,4
WA,Nine Mile Falls,NISSAN,11
WA,Nooksack,CHEVROLET,1
WA,Nordland,TESLA,6
WA,Normandy Park,CHEVROLET,16
WA,North Bend,VOLKSWAGEN,28
WA,North Bonneville,BMW,1
WA,North Cove,KIA,1
WA,Oak Harbor,CHEVROLET,27
WA,Oakville,CHRYSLER,2
WA,Ocean Park,CHEVROLET,3
WA,Ocean Shores,CHEVROLET,9
WA,Odessa,CHEVROLET,1
WA,Okanogan,FORD,1
WA,Olalla,NISSAN,8
WA,Olga,TOYOTA,3
WA,Olympia,VOLKSWAGEN,276
WA,Omak,BMW,1
WA,Onalaska,CHEVROLET,3
WA,Orcas,PORSCHE,1
WA,Orcas Is,FORD,1
WA,Orondo,FORD,3
WA,Oroville,CADILLAC,1
WA,Orting,CHEVROLET,12
WA,Othello,CADILLAC,3
WA,Otis Orchards,TESLA,5
WA,Outlook,CHRYSLER,1
WA,Oysterville,TESLA,1
WA,Pacific,CHRYSLER,5
WA,Pacific Beach,TESLA,4
WA,Packwood,CHEVROLET,2
WA,Palouse,TOYOTA,2
WA,Parkland,CHEVROLET,8
WA,Pasco,CHEVROLET,32
WA,Pateros,HONDA,1
WA,Peshastin,TESLA,2
WA,Point Roberts,TESLA,4
WA,Port Angeles,CHEVROLET,39
WA,Port Hadlock,TESLA,5
WA,Port Ludlow,VOLKSWAGEN,11
WA,Port Orchard,CHEVROLET,81
WA,Port Townsend,TESLA,64
WA,Poulsbo,TESLA,32
WA,Preston,BMW,2
WA,Prosser,CHEVROLET,6
WA,Pullman,CHEVROLET,17
WA,Puyallup,CHEVROLET,54
WA,Quilcene,TESLA,4
WA,Quinault,RIVIAN,1
WA,Quincy,JEEP,6
WA,Rainier,VOLKSWAGEN,6
WA,Randle,FORD,1
WA,Ravensdale,FORD,4
WA,Raymond,KIA,3
WA,Reardan,CHEVROLET,1
WA,Redmond,NISSAN,435
WA,Renton,TESLA,202
WA,Republic,CHEVROLET,1
WA,Rice,TOYOTA,1
WA,Richland,FORD,47
WA,Ridgefield,TESLA,47
WA,Ritzville,FORD,2
WA,Riverside,FORD,1
WA,Rochester,NISSAN,11
WA,Rock Island,CHEVROLET,2
WA,Rockford,TESLA,1
WA,Ronald,AUDI,2
WA,Rosalia,TESLA,2
WA,Rosburg,TESLA,1
WA,Roslyn,TOYOTA,3
WA,Roy,CHEVROLET,9
WA,Royal City,TESLA,3
WA,Ruston,CHRYSLER,2
WA,Sammamish,TESLA,283
WA,Seabeck,CHEVROLET,4
WA,Seatac,CHRYSLER,75
WA,Seattle,VOLVO,566
WA,Seaview,FORD,1
WA,Sedro Woolley,NISSAN,6
WA,Sedro-Woolley,CHEVROLET,16
WA,Sekiu,NISSAN,1
WA,Selah,CHEVROLET,7
WA,Sequim,CHEVROLET,45
WA,Seven Bays,TESLA,1
WA,Shaw Island,BMW,1
WA,Shelton,CHEVROLET,32
WA,Shoreline,TESLA,69
WA,Silver Creek,FORD,1
WA,Silverdale,FORD,21
WA,Silverlake,TESLA,3
WA,Skamokawa,RIVIAN,1
WA,Skykomish,KIA,1
WA,Snohomish,TESLA,115
WA,Snoqualmie,RIVIAN,43
WA,Snoqualmie Pass,RIVIAN,2
WA,Snowden,CADILLAC,1
WA,Soap Lake,TOYOTA,3
WA,South Bend,CHEVROLET,1
WA,South Cle Elum,TESLA,1
WA,South Hill,TESLA,24
WA,South Prairie,TESLA,1
WA,Spanaway,FORD,24
WA,Spangle,HONDA,2
WA,Spokane,CHEVROLET,123
WA,Spokane Valley,NISSAN,49
WA,Stanwood,NISSAN,32
WA,Steilacoom,NISSAN,13
WA,Stevenson,FORD,3
WA,Sultan,FORD,16
WA,Sumas,TESLA,2
WA,Sumner,NISSAN,11
WA,Sunnyside,NISSAN,6
WA,Suquamish,KIA,6
WA,Surfside,KIA,2
WA,Tacoma,FORD,143
WA,Taholah,JEEP,1
WA,Tahuya,NISSAN,3
WA,Tenino,NISSAN,11
WA,Thorp,FORD,1
WA,Tieton,FORD,1
WA,Toledo,TESLA,4
WA,Tonasket,TESLA,3
WA,Toppenish,VOLKSWAGEN,2
WA,Touchet,HONDA,1
WA,Toutle,FORD,1
WA,Trout Lake,FORD,3
WA,Tukwila,RIVIAN,113
WA,Tulalip,RIVIAN,1
WA,Tumwater,CHEVROLET,73
WA,Twisp,RIVIAN,4
WA,Underwood,FORD,2
WA,Union,RIVIAN,3
WA,Union Gap,CHEVROLET,1
WA,Uniontown,JEEP,1
WA,University Place,TESLA,28
WA,Vader,CHEVROLET,1
WA,Valley,FIAT,1
WA,Valleyford,KIA,2
WA,Vancouver,TESLA,266
WA,Vashon,CHEVROLET,35
WA,Vaughn,FORD,2
WA,Veradale,TESLA,4
WA,Waitsburg,CHEVROLET,1
WA,Walla Walla,TOYOTA,28
WA,Wapato,BMW,1
WA,Warden,CHEVROLET,1
WA,Washougal,CHEVROLET,26
WA,Waterville,SUBARU,1
WA,Wenatchee,CHEVROLET,24
WA,West Richland,TESLA,17
WA,Westport,TOYOTA,2
WA,White Salmon,TOYOTA,10
WA,Wilbur,TESLA,1
WA,Wilkeson,TESLA,1
WA,Willapa,TOYOTA,1
WA,Winlock,JEEP,8
WA,Winthrop,CHEVROLET,9
WA,Woodinville,TESLA,156
WA,Woodland,CHRYSLER,9
WA,Woodway,TESLA,8
WA,Yacolt,FORD,4
WA,Yakima,TESLA,35
WA,Yarrow Point,TESLA,15
WA,Yelm,JEEP,19
WA,Zillah,JEEP,3
WA,Aberdeen,FORD,11
WA,Acme,FORD,1
WA,Airway Heights,FORD,2
WA,Algona,HONDA,2
WA,Allyn,BMW,3
WA,Amboy,TESLA,2
WA,Anacortes,TESLA,45
WA,Anderson Island,TESLA,4
WA,Ariel,TOYOTA,2
WA,Arlington,FORD,30
WA,Ashford,AUDI,1
WA,Asotin,FORD,1
WA,Auburn,TESLA,83
WA,Bainbridge Island,TESLA,80
WA,Baring,TESLA,1
WA,Battle Ground,TESLA,24
WA,Beaux Arts,RIVIAN,3
WA,Belfair,TESLA,11
WA,Bellevue,NISSAN,502
WA,Bellingham,CHEVROLET,173
WA,Benton City,CHEVROLET,4
WA,Bingen,MINI,1
WA,Black Diamond,TESLA,19
WA,Blaine,CHEVROLET,23
WA,Bonney Lake,NISSAN,46
WA,Bothell,TESLA,193
WA,Bow,CHEVROLET,5
WA,Bremerton,FORD,55
WA,Brewster,HYUNDAI,1
WA,Bridgeport Bar,RIVIAN,1
WA,Brier,TESLA,10
WA,Brinnon,FORD,2
WA,Brush Prairie,TOYOTA,14
WA,Buckley,FORD,16
WA,Burbank,CHEVROLET,1
WA,Burien,TESLA,36
WA,Burlington,RIVIAN,103
WA,Bz Corner,RIVIAN,1
WA,Camano Island,VOLKSWAGEN,27
WA,Camas,TESLA,68
WA,Carbonado,CHEVROLET,1
WA,Carlton,NISSAN,1
WA,Carnation,FORD,17
WA,Carson,CHEVROLET,1
WA,Cashmere,TESLA,5
WA,Castle Rock,FORD,5
WA,Cathlamet,TESLA,4
WA,Centerville,TOYOTA,1
WA,Centralia,JEEP,25
WA,Chattaroy,VOLKSWAGEN,3
WA,Chehalis,NISSAN,16
WA,Chelan,NISSAN,8
WA,Cheney,FORD,7
WA,Chewelah,TOYOTA,2
WA,Chimacum,CHEVROLET,2
WA,Cinebar,FORD,1
WA,Clarkston,CHEVROLET,5
WA,Clayton,FORD,1
WA,Cle Elum,RIVIAN,17
WA,Clinton,TOYOTA,12
WA,Clyde Hill,PORSCHE,15
WA,Colbert,CHEVROLET,5
WA,Colfax,TOYOTA,3
WA,College Place,HONDA,5
WA,Colton,VOLKSWAGEN,1
WA,Colville,NISSAN,4
WA,Concrete,TESLA,4
WA,Connell,AUDI,1
WA,Copalis Beach,HYUNDAI,1
WA,Cosmopolis,TOYOTA,2
WA,Coulee City,CHEVROLET,1
WA,Coulee Dam,JEEP,1
WA,Coupeville,CHEVROLET,10
WA,Covington,TESLA,25
WA,Cowiche,VOLKSWAGEN,1
WA,Curlew,TESLA,1
WA,Curtis,FORD,1
WA,Cusick,FORD,1
WA,Custer,FORD,2
WA,Dallesport,FORD,1
WA,Darrington,FORD,1
WA,Davenport,BMW,1
WA,Deer Park,CHEVROLET,4
WA,Deming,FORD,2
WA,Des Moines,VOLKSWAGEN,25
WA,Dupont,FORD,7
WA,Duvall,TESLA,27
WA,East Wenatchee,CHEVROLET,17
WA,Easton,FORD,1
WA,Eastsound,TESLA,16
WA,Eatonville,TESLA,7
WA,Edgewood,TESLA,12
WA,Edmonds,VOLKSWAGEN,79
WA,Edwall,TESLA,1
WA,Electric City,VOLKSWAGEN,1
WA,Elk,KIA,2
WA,Ellensburg,CHEVROLET,14
WA,Elma,FORD,4
WA,Eltopia,LINCOLN,1
WA,Endicott,TOYOTA,1
WA,Entiat,FORD,2
WA,Enumclaw,FORD,17
WA,Ephrata,JEEP,6
WA,Ethel,LINCOLN,1
WA,Evans,TESLA,1
WA,Everett,CHEVROLET,103
WA,Everson,TESLA,4
WA,Fairchild Air Force Base,AUDI,1
WA,Fall City,TESLA,10
WA,Federal Way,CHEVROLET,52
WA,Ferndale,TESLA,19
WA,Fife,BMW,8
WA,Fircrest,CHEVROLET,6
WA,Forks,JEEP,2
WA,Fox Island,TOYOTA,10
WA,Freeland,CHEVROLET,14
WA,Friday Harbor,TESLA,29
WA,Garfield,TOYOTA,1
WA,Gig Harbor,TESLA,61
WA,Glacier,BMW,1
WA,Glenoma,KIA,1
WA,Gold Bar,JEEP,4
WA,Goldendale,TESLA,3
WA,Graham,KIA,19
WA,Grand Coulee,HONDA,1
WA,Grandview,TESLA,3
WA,Granger,JEEP,1
WA,Granite Falls,CHEVROLET,10
WA,Grapeview,FORD,6
WA,Grayland,FORD,1
WA,Greenacres,JEEP,7
WA,Greenbank,TESLA,8
WA,Hansville,NISSAN,5
WA,Hoodsport,NISSAN,4
WA,Hoquiam,FORD,4
WA,Hunts Point,TESLA,5
WA,Husum,CHEVROLET,1
WA,Ilwaco,TOYOTA,2
WA,Index,TESLA,1
WA,Indianola,TESLA,4
WA,Issaquah,NISSAN,146
WA,Joint Base Lewis Mcchord,FORD,5
WA,Kalama,CHEVROLET,7
WA,Kelso,JEEP,12
WA,Kenmore,TESLA,38
WA,Kennewick,CHEVROLET,47
WA,Kent,TESLA,106
WA,Kettle Falls,CHEVROLET,2
WA,Keyport,CHEVROLET,1
WA,Kingston,CHEVROLET,13
WA,Kirkland,NISSAN,299
WA,Kittitas,TESLA,1
WA,La Center,FORD,13
WA,La Conner,CHEVROLET,6
WA,Lacey,JEEP,40
WA,Lake Forest Park,TESLA,30
WA,Lake Stevens,FORD,58
WA,Lake Tapps,FORD,12
WA,Lakebay,NISSAN,7
WA,Lakewood,CHEVROLET,36
WA,Langley,KIA,14
WA,Leavenworth,RIVIAN,15
WA,Liberty Lake,TESLA,12
WA,Lilliwaup,BMW,1
WA,Long Beach,FORD,4
WA,Longbranch,CHEVROLET,2
WA,Longview,TESLA,16
WA,Loon Lake,TOYOTA,2
WA,Lopez Island,HYUNDAI,8
WA,Lummi Island,FORD,3
WA,Lyle,BMW,1
WA,Lynden,NISSAN,17
WA,Lynnwood,TESLA,90
WA,Mabton,CHRYSLER,1
WA,Malaga,TESLA,3
WA,Mansfield,TESLA,1
WA,Manson,RIVIAN,4
WA,Maple Falls,CHEVROLET,4
WA,Maple Valley,FORD,61
WA,Marysville,TESLA,56
WA,Mattawa,AUDI,1
WA,Mazama,RIVIAN,2
WA,Mccleary,VOLKSWAGEN,3
WA,Mead,SUBARU,7
WA,Medical Lake,FORD,3
WA,Medina,RIVIAN,15
WA,Menlo,FORD,1
WA,Mercer Island,NISSAN,118
WA,Mesa,SUBARU,1
WA,Methow,TESLA,1
WA,Mill Creek,TESLA,29
WA,Milton,KIA,4
WA,Mineral,TESLA,2
WA,Moclips,TOYOTA,1
WA,Monroe,CHEVROLET,35
WA,Montesano,VOLKSWAGEN,8
WA,Morton,AUDI,1
WA,Moses Lake,FORD,22
WA,Mossyrock,CHEVROLET,2
WA,Mount Vernon,TESLA,39
WA,Mountlake Terrace,CHEVROLET,17
WA,Moxee,FORD,2
WA,Mukilteo,VOLKSWAGEN,30
WA,Murdock,TESLA,1
WA,Naches,TESLA,2
WA,Nahcotta,VOLVO,1
WA,Napavine,TESLA,1
WA,Naselle,TOYOTA,2
WA,Neah Bay,CHRYSLER,1
WA,Newcastle,NISSAN,43
WA,Newman Lake,KIA,3
WA,Newport,BMW,2
WA,Nine Mile Falls,JEEP,9
WA,Nooksack,FORD,1
WA,Nordland,CHEVROLET,3
WA,Normandy Park,TESLA,15
WA,North Bend,FORD,28
WA,North Bonneville,CHEVROLET,1
WA,North Cove,LEXUS,1
WA,Oak Harbor,TOYOTA,24
WA,Oakville,TESLA,2
WA,Ocean Park,JEEP,3
WA,Ocean Shores,FORD,9
WA,Odessa,CHEVROLET,1
WA,Okanogan,HYUNDAI,1
WA,Olalla,CHEVROLET,7
WA,Olga,VOLVO,3
WA,Olympia,CHEVROLET,454
WA,Omak,CHEVROLET,1
WA,Onalaska,JEEP,3
WA,Orcas Is,HYUNDAI,1
WA,Orondo,TESLA,3
WA,Oroville,CHEVROLET,1
WA,Orting,CHEVROLET,7
WA,Othello,FORD,3
WA,Otis Orchards,TESLA,5
WA,Outlook,JEEP,1
WA,Pacific,NISSAN,5
WA,Pacific Beach,TOYOTA,2
WA,Packwood,MAZDA,2
WA,Palouse,TOYOTA,2
WA,Parkland,FORD,10
WA,Pasco,NISSAN,37
WA,Pateros,JEEP,1
WA,Peshastin,AUDI,1
WA,Point Roberts,TESLA,4
WA,Port Angeles,CHEVROLET,33
WA,Port Hadlock,NISSAN,4
WA,Port Ludlow,CHEVROLET,9
WA,Port Orchard,FORD,56
WA,Port Townsend,KIA,32
WA,Poulsbo,VOLKSWAGEN,28
WA,Preston,FORD,2
WA,Prosser,CHEVROLET,4
WA,Pullman,NISSAN,18
WA,Puyallup,FORD,53
WA,Quilcene,HYUNDAI,3
WA,Quinault,TESLA,1
WA,Quincy,CHEVROLET,4
WA,Rainier,CHEVROLET,5
WA,Randle,TESLA,1
WA,Ravensdale,FORD,4
WA,Raymond,CHEVROLET,3
WA,Reardan,CHEVROLET,1
WA,Redmond,TESLA,270
WA,Renton,TESLA,175
WA,Republic,CHEVROLET,1
WA,Rice,TOYOTA,1
WA,Richland,CHEVROLET,39
WA,Ridgefield,TOYOTA,40
WA,Ritzville,TESLA,2
WA,Riverside,JEEP,1
WA,Rochester,FORD,10
WA,Rock Island,HONDA,2
WA,Rockford,TESLA,1
WA,Ronald,JEEP,2
WA,Rosalia,CHEVROLET,1
WA,Roslyn,CHEVROLET,2
WA,Roy,KIA,8
WA,Royal City,TESLA,2
WA,Ruston,KIA,2
WA,Sammamish,NISSAN,260
WA,Seabeck,CHEVROLET,4
WA,Seatac,NISSAN,39
WA,Seattle,KIA,894
WA,Seaview,FORD,1
WA,Sedro Woolley,KIA,4
WA,Sedro-Woolley,JEEP,17
WA,Sekiu,TESLA,1
WA,Selah,TOYOTA,7
WA,Sequim,CHEVROLET,34
WA,Shaw Island,CHEVROLET,1
WA,Shelton,CHEVROLET,26
WA,Shoreline,CHEVROLET,79
WA,Silver Creek,FORD,1
WA,Silverdale,CHEVROLET,15
WA,Silverlake,CHEVROLET,2
WA,Skamokawa,TOYOTA,1
WA,Skykomish,NISSAN,1
WA,Snohomish,TESLA,79
WA,Snoqualmie,TESLA,34
WA,Snoqualmie Pass,TESLA,2
WA,Snowden,CHEVROLET,1
WA,Soap Lake,FORD,2
WA,South Bend,CHEVROLET,1
WA,South Cle Elum,TESLA,1
WA,South Hill,CHEVROLET,22
WA,South Prairie,TESLA,1
WA,Spanaway,CHEVROLET,21
WA,Spangle,MITSUBISHI,2
WA,Spokane,TESLA,120
WA,Spokane Valley,JEEP,45
WA,Stanwood,TESLA,22
WA,Steilacoom,TESLA,12
WA,Stevenson,FORD,3
WA,Sultan,NISSAN,13
WA,Sumas,TESLA,2
WA,Sumner,FORD,6
WA,Sunnyside,TESLA,5
WA,Suquamish,TESLA,5
WA,Surfside,TESLA,2
WA,Tacoma,CHEVROLET,154
WA,Taholah,KIA,1
WA,Tahuya,KIA,2
WA,Tenino,CHEVROLET,6
WA,Thorp,KIA,1
WA,Tieton,FORD,1
WA,Toledo,TOYOTA,4
WA,Tonasket,CHRYSLER,2
WA,Toppenish,AUDI,1
WA,Touchet,KIA,1
WA,Toutle,KIA,1
WA,Trout Lake,TESLA,3
WA,Tukwila,MITSUBISHI,76
WA,Tulalip,TESLA,1
WA,Tumwater,CHEVROLET,64
WA,Twisp,TOYOTA,4
WA,Underwood,HYUNDAI,2
WA,Union,TESLA,3
