"State","County","Model Year","Make","Model","TTL_VEHICLES"
WA,Clark,2025,VOLVO,V60,1
WA,Clark,2025,JEEP,WRANGLER,15
WA,Clark,2025,BMW,X5,11
WA,Clark,2025,VOLVO,XC60,16
WA,Clark,2025,VOLVO,XC90,12
WA,Clark,2026,TESLA,MODEL Y,9
FL,Clay,2015,TESLA,MODEL S,1
GA,Cobb,2020,BMW,I3,1
TX,Collin,2021,TESLA,MODEL 3,1
TX,Collin,2024,TESLA,MODEL Y,1
TX,Collin,2024,LEXUS,RX,1
GA,Columbia,2023,FORD,MUSTANG MACH-E,1
WA,Columbia,2017,CHEVROLET,BOLT EV,3
WA,Columbia,2017,TOYOTA,PRIUS PRIME,1
WA,Columbia,2018,TESLA,MODEL S,1
WA,Columbia,2021,FORD,MUSTANG MACH-E,1
WA,Columbia,2022,CHEVROLET,BOLT EUV,1
WA,Columbia,2022,FORD,F-150,1
WA,Columbia,2022,VOLKSWAGEN,ID.4,1
WA,Columbia,2023,MERCEDES-BENZ,EQE-CLASS SUV,1
WA,Columbia,2023,FORD,F-150,2
WA,Columbia,2023,TESLA,MODEL S,1
WA,Columbia,2023,TESLA,MODEL Y,2
WA,Columbia,2024,TESLA,CYBERTRUCK,1
WA,Columbia,2024,KIA,EV6,1
WA,Columbia,2025,GMC,HUMMER EV PICKUP,1
WA,Columbia,2025,MITSUBISHI,OUTLANDER,1
WA,Columbia,2025,TOYOTA,RAV4 PHEV,1
CA,Contra Costa,2021,TESLA,MODEL Y,1
CA,Contra Costa,2023,CHEVROLET,BOLT EUV,1
CA,Contra Costa,2023,BMW,I4,1
CA,Contra Costa,2023,TESLA,MODEL Y,1
CA,Contra Costa,2023,KIA,NIRO,1
IL,Cook,2021,TESLA,MODEL Y,1
IL,Cook,2022,CHRYSLER,PACIFICA,1
IL,Cook,2024,JEEP,WRANGLER,1
WA,Cowlitz,2011,NISSAN,LEAF,2
WA,Cowlitz,2011,CHEVROLET,VOLT,1
WA,Cowlitz,2012,NISSAN,LEAF,4
WA,Cowlitz,2012,TESLA,MODEL S,1
WA,Cowlitz,2012,TOYOTA,PRIUS PHEV,3
WA,Cowlitz,2012,CHEVROLET,VOLT,8
WA,Cowlitz,2013,FORD,FUSION,2
WA,Cowlitz,2013,NISSAN,LEAF,4
WA,Cowlitz,2013,TESLA,MODEL S,4
WA,Cowlitz,2013,TOYOTA,PRIUS PHEV,2
WA,Cowlitz,2013,CHEVROLET,VOLT,6
WA,Cowlitz,2014,FIAT,"500",1
WA,Cowlitz,2014,FORD,C-MAX,1
WA,Cowlitz,2014,FORD,FUSION,1
WA,Cowlitz,2014,BMW,I3,1
WA,Cowlitz,2014,NISSAN,LEAF,1
WA,Cowlitz,2014,TESLA,MODEL S,5
WA,Cowlitz,2014,TOYOTA,PRIUS PHEV,1
WA,Cowlitz,2014,CHEVROLET,VOLT,4
WA,Cowlitz,2015,FIAT,"500",1
WA,Cowlitz,2015,FORD,C-MAX,1
WA,Cowlitz,2015,FORD,FOCUS,1
WA,Cowlitz,2015,FORD,FUSION,6
WA,Cowlitz,2015,BMW,I3,3
WA,Cowlitz,2015,NISSAN,LEAF,6
WA,Cowlitz,2015,TESLA,MODEL S,5
WA,Cowlitz,2015,CHEVROLET,SPARK,1
WA,Cowlitz,2015,CHEVROLET,VOLT,1
WA,Cowlitz,2016,FIAT,"500",2
WA,Cowlitz,2016,FORD,C-MAX,2
WA,Cowlitz,2016,CADILLAC,ELR,2
WA,Cowlitz,2016,FORD,FUSION,6
WA,Cowlitz,2016,MERCEDES-BENZ,GLE-CLASS,1
WA,Cowlitz,2016,TESLA,MODEL S,8
WA,Cowlitz,2016,TESLA,MODEL X,1
WA,Cowlitz,2016,HYUNDAI,SONATA,1
WA,Cowlitz,2016,CHEVROLET,SPARK,1
WA,Cowlitz,2016,CHEVROLET,VOLT,4
WA,Cowlitz,2017,FIAT,"500",2
WA,Cowlitz,2017,CHEVROLET,BOLT EV,9
WA,Cowlitz,2017,VOLKSWAGEN,E-GOLF,2
WA,Cowlitz,2017,SMART,FORTWO,1
WA,Cowlitz,2017,FORD,FUSION,4
WA,Cowlitz,2017,MERCEDES-BENZ,GLE-CLASS,1
WA,Cowlitz,2017,BMW,I3,2
WA,Cowlitz,2017,NISSAN,LEAF,3
WA,Cowlitz,2017,TESLA,MODEL S,3
WA,Cowlitz,2017,TESLA,MODEL X,8
WA,Cowlitz,2017,KIA,OPTIMA,1
WA,Cowlitz,2017,CHRYSLER,PACIFICA,1
WA,Cowlitz,2017,TOYOTA,PRIUS PRIME,6
WA,Cowlitz,2017,CHEVROLET,VOLT,10
WA,Cowlitz,2017,VOLVO,XC90,1
WA,Cowlitz,2018,BMW,"330E",1
WA,Cowlitz,2018,BMW,"530E",1
WA,Cowlitz,2018,CHEVROLET,BOLT EV,3
WA,Cowlitz,2018,PORSCHE,CAYENNE,1
WA,Cowlitz,2018,HONDA,CLARITY,3
WA,Cowlitz,2018,FORD,FUSION,1
WA,Cowlitz,2018,NISSAN,LEAF,5
WA,Cowlitz,2018,TESLA,MODEL 3,16
WA,Cowlitz,2018,TESLA,MODEL S,5
WA,Cowlitz,2018,TESLA,MODEL X,6
WA,Cowlitz,2018,KIA,NIRO,1
WA,Cowlitz,2018,MITSUBISHI,OUTLANDER,2
WA,Cowlitz,2018,CHRYSLER,PACIFICA,2
WA,Cowlitz,2018,TOYOTA,PRIUS PRIME,4
WA,Cowlitz,2018,CHEVROLET,VOLT,7
WA,Cowlitz,2018,BMW,X5,2
WA,Cowlitz,2018,VOLVO,XC60,1
WA,Cowlitz,2019,CHEVROLET,BOLT EV,7
WA,Cowlitz,2019,HONDA,CLARITY,1
WA,Cowlitz,2019,VOLKSWAGEN,E-GOLF,1
WA,Cowlitz,2019,AUDI,E-TRON,1
WA,Cowlitz,2019,MERCEDES-BENZ,GLC-CLASS,2
WA,Cowlitz,2019,HYUNDAI,KONA,1
WA,Cowlitz,2019,NISSAN,LEAF,5
WA,Cowlitz,2019,TESLA,MODEL 3,12
WA,Cowlitz,2019,TESLA,MODEL S,2
WA,Cowlitz,2019,TESLA,MODEL X,2
WA,Cowlitz,2019,KIA,NIRO,1
WA,Cowlitz,2019,MITSUBISHI,OUTLANDER,1
WA,Cowlitz,2019,CHRYSLER,PACIFICA,1
WA,Cowlitz,2019,TOYOTA,PRIUS PRIME,2
WA,Cowlitz,2019,CHEVROLET,VOLT,3
WA,Cowlitz,2020,LINCOLN,AVIATOR,1
WA,Cowlitz,2020,CHEVROLET,BOLT EV,7
WA,Cowlitz,2020,HONDA,CLARITY,1
WA,Cowlitz,2020,FORD,FUSION,2
WA,Cowlitz,2020,BMW,I3,1
WA,Cowlitz,2020,HYUNDAI,IONIQ,3
WA,Cowlitz,2020,NISSAN,LEAF,7
WA,Cowlitz,2020,TESLA,MODEL 3,17
WA,Cowlitz,2020,TESLA,MODEL S,3
WA,Cowlitz,2020,TESLA,MODEL X,7
WA,Cowlitz,2020,TESLA,MODEL Y,10
WA,Cowlitz,2020,KIA,NIRO,2
WA,Cowlitz,2020,CHRYSLER,PACIFICA,1
WA,Cowlitz,2020,TOYOTA,PRIUS PRIME,2
WA,Cowlitz,2020,AUDI,Q5 E,1
WA,Cowlitz,2021,BMW,"330E",1
WA,Cowlitz,2021,CHEVROLET,BOLT EV,4
WA,Cowlitz,2021,HONDA,CLARITY,1
WA,Cowlitz,2021,FORD,ESCAPE,1
WA,Cowlitz,2021,BMW,I3,1
WA,Cowlitz,2021,VOLKSWAGEN,ID.4,9
WA,Cowlitz,2021,HYUNDAI,KONA,2
WA,Cowlitz,2021,NISSAN,LEAF,3
WA,Cowlitz,2021,TESLA,MODEL 3,20
WA,Cowlitz,2021,TESLA,MODEL S,3
WA,Cowlitz,2021,TESLA,MODEL X,1
WA,Cowlitz,2021,TESLA,MODEL Y,17
WA,Cowlitz,2021,FORD,MUSTANG MACH-E,10
WA,Cowlitz,2021,KIA,NIRO,1
WA,Cowlitz,2021,CHRYSLER,PACIFICA,2
WA,Cowlitz,2021,TOYOTA,PRIUS PRIME,4
WA,Cowlitz,2021,POLESTAR,PS2,1
WA,Cowlitz,2021,AUDI,Q5 E,4
WA,Cowlitz,2021,TOYOTA,RAV4 PRIME,5
WA,Cowlitz,2021,PORSCHE,TAYCAN,1
WA,Cowlitz,2021,JEEP,WRANGLER,5
WA,Cowlitz,2021,BMW,X5,3
WA,Cowlitz,2022,LUCID,AIR,1
WA,Cowlitz,2022,CHEVROLET,BOLT EUV,3
WA,Cowlitz,2022,CHEVROLET,BOLT EV,4
WA,Cowlitz,2022,VOLVO,C40,1
WA,Cowlitz,2022,AUDI,E-TRON SPORTBACK,2
WA,Cowlitz,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,2
WA,Cowlitz,2022,FORD,ESCAPE,8
WA,Cowlitz,2022,KIA,EV6,3
WA,Cowlitz,2022,FORD,F-150,4
WA,Cowlitz,2022,JEEP,GRAND CHEROKEE,1
WA,Cowlitz,2022,VOLKSWAGEN,ID.4,1
WA,Cowlitz,2022,HYUNDAI,IONIQ 5,1
WA,Cowlitz,2022,HYUNDAI,KONA,2
WA,Cowlitz,2022,NISSAN,LEAF,3
WA,Cowlitz,2022,TESLA,MODEL 3,13
WA,Cowlitz,2022,TESLA,MODEL X,5
WA,Cowlitz,2022,TESLA,MODEL Y,13
WA,Cowlitz,2022,FORD,MUSTANG MACH-E,7
WA,Cowlitz,2022,KIA,NIRO,6
WA,Cowlitz,2022,LEXUS,NX,1
WA,Cowlitz,2022,MITSUBISHI,OUTLANDER,2
WA,Cowlitz,2022,CHRYSLER,PACIFICA,3
WA,Cowlitz,2022,TOYOTA,PRIUS PRIME,5
WA,Cowlitz,2022,POLESTAR,PS2,2
WA,Cowlitz,2022,RIVIAN,R1T,4
WA,Cowlitz,2022,TOYOTA,RAV4 PRIME,4
WA,Cowlitz,2022,AUDI,RS E-TRON GT,1
WA,Cowlitz,2022,HYUNDAI,SANTA FE,1
WA,Cowlitz,2022,KIA,SORENTO,3
WA,Cowlitz,2022,HYUNDAI,TUCSON,1
WA,Cowlitz,2022,JEEP,WRANGLER,6
WA,Cowlitz,2022,BMW,X5,5
WA,Cowlitz,2022,VOLVO,XC60,1
WA,Cowlitz,2022,VOLVO,XC90,3
WA,Cowlitz,2023,BMW,"530E",1
WA,Cowlitz,2023,NISSAN,ARIYA,4
WA,Cowlitz,2023,CHEVROLET,BOLT EUV,10
WA,Cowlitz,2023,CHEVROLET,BOLT EV,8
WA,Cowlitz,2023,TOYOTA,BZ4X,5
WA,Cowlitz,2023,AUDI,E-TRON,2
WA,Cowlitz,2023,MERCEDES-BENZ,EQB-CLASS,2
WA,Cowlitz,2023,KIA,EV6,3
WA,Cowlitz,2023,FORD,F-150,10
WA,Cowlitz,2023,JEEP,GRAND CHEROKEE,11
WA,Cowlitz,2023,GENESIS,GV60,2
WA,Cowlitz,2023,BMW,I4,3
WA,Cowlitz,2023,VOLKSWAGEN,ID.4,13
WA,Cowlitz,2023,HYUNDAI,IONIQ 5,8
WA,Cowlitz,2023,HYUNDAI,IONIQ 6,3
WA,Cowlitz,2023,BMW,IX,1
WA,Cowlitz,2023,HYUNDAI,KONA,3
WA,Cowlitz,2023,NISSAN,LEAF,2
WA,Cowlitz,2023,CADILLAC,LYRIQ,1
WA,Cowlitz,2023,TESLA,MODEL 3,20
WA,Cowlitz,2023,TESLA,MODEL S,2
WA,Cowlitz,2023,TESLA,MODEL X,7
WA,Cowlitz,2023,TESLA,MODEL Y,25
WA,Cowlitz,2023,FORD,MUSTANG MACH-E,8
WA,Cowlitz,2023,KIA,NIRO,6
WA,Cowlitz,2023,LEXUS,NX,1
WA,Cowlitz,2023,FISKER,OCEAN,1
WA,Cowlitz,2023,MITSUBISHI,OUTLANDER,2
WA,Cowlitz,2023,CHRYSLER,PACIFICA,8
WA,Cowlitz,2023,TOYOTA,PRIUS PRIME,1
WA,Cowlitz,2023,POLESTAR,PS2,1
WA,Cowlitz,2023,AUDI,Q5 E,1
WA,Cowlitz,2023,RIVIAN,R1S,7
WA,Cowlitz,2023,RIVIAN,R1T,1
WA,Cowlitz,2023,TOYOTA,RAV4 PRIME,5
WA,Cowlitz,2023,HYUNDAI,SANTA FE,4
WA,Cowlitz,2023,SUBARU,SOLTERRA,5
WA,Cowlitz,2023,KIA,SORENTO,1
WA,Cowlitz,2023,KIA,SPORTAGE,2
WA,Cowlitz,2023,FORD,TRANSIT,2
WA,Cowlitz,2023,HYUNDAI,TUCSON,1
WA,Cowlitz,2023,JEEP,WRANGLER,11
WA,Cowlitz,2023,BMW,X5,3
WA,Cowlitz,2023,VOLVO,XC40,3
WA,Cowlitz,2023,VOLVO,XC60,1
WA,Cowlitz,2023,VOLVO,XC90,1
WA,Cowlitz,2024,NISSAN,ARIYA,5
WA,Cowlitz,2024,CHEVROLET,BLAZER,8
WA,Cowlitz,2024,TOYOTA,BZ4X,4
WA,Cowlitz,2024,LINCOLN,CORSAIR,1
WA,Cowlitz,2024,MAZDA,CX-90,3
WA,Cowlitz,2024,TESLA,CYBERTRUCK,8
WA,Cowlitz,2024,CHEVROLET,EQUINOX,5
WA,Cowlitz,2024,KIA,EV6,3
WA,Cowlitz,2024,KIA,EV9,3
WA,Cowlitz,2024,FORD,F-150,9
WA,Cowlitz,2024,MERCEDES-BENZ,GLE-CLASS,1
WA,Cowlitz,2024,BMW,I4,2
WA,Cowlitz,2024,VOLKSWAGEN,ID.4,4
WA,Cowlitz,2024,HYUNDAI,IONIQ 5,1
WA,Cowlitz,2024,HYUNDAI,IONIQ 6,3
WA,Cowlitz,2024,BMW,IX,1
WA,Cowlitz,2024,HYUNDAI,KONA,1
WA,Cowlitz,2024,NISSAN,LEAF,1
WA,Cowlitz,2024,CADILLAC,LYRIQ,7
WA,Cowlitz,2024,TESLA,MODEL 3,10
WA,Cowlitz,2024,TESLA,MODEL S,2
WA,Cowlitz,2024,TESLA,MODEL X,4
WA,Cowlitz,2024,TESLA,MODEL Y,21
WA,Cowlitz,2024,FORD,MUSTANG MACH-E,5
WA,Cowlitz,2024,KIA,NIRO,2
WA,Cowlitz,2024,LEXUS,NX,1
WA,Cowlitz,2024,TOYOTA,PRIUS PRIME,6
WA,Cowlitz,2024,HONDA,PROLOGUE,15
WA,Cowlitz,2024,POLESTAR,PS2,1
WA,Cowlitz,2024,AUDI,Q8,2
WA,Cowlitz,2024,RIVIAN,R1S,6
WA,Cowlitz,2024,TOYOTA,RAV4 PRIME,12
WA,Cowlitz,2024,SUBARU,SOLTERRA,9
WA,Cowlitz,2024,KIA,SPORTAGE,3
WA,Cowlitz,2024,HYUNDAI,TUCSON,1
WA,Cowlitz,2024,JEEP,WAGONEER S,1
WA,Cowlitz,2024,JEEP,WRANGLER,11
WA,Cowlitz,2024,BMW,X5,1
WA,Cowlitz,2024,VOLVO,XC40,1
WA,Cowlitz,2024,VOLVO,XC60,1
WA,Cowlitz,2024,ACURA,ZDX,1
WA,Cowlitz,2025,CHEVROLET,BLAZER,2
WA,Cowlitz,2025,MAZDA,CX-90,2
WA,Cowlitz,2025,TESLA,CYBERTRUCK,2
WA,Cowlitz,2025,CHEVROLET,EQUINOX,4
WA,Cowlitz,2025,FORD,ESCAPE,1
WA,Cowlitz,2025,KIA,EV9,1
WA,Cowlitz,2025,FORD,F-150,1
WA,Cowlitz,2025,GENESIS,GV70,1
WA,Cowlitz,2025,VOLKSWAGEN,ID. BUZZ,1
WA,Cowlitz,2025,HYUNDAI,IONIQ 5,2
WA,Cowlitz,2025,HYUNDAI,IONIQ 6,3
WA,Cowlitz,2025,NISSAN,LEAF,1
WA,Cowlitz,2025,CADILLAC,LYRIQ,1
WA,Cowlitz,2025,BMW,M5,1
WA,Cowlitz,2025,TESLA,MODEL 3,11
WA,Cowlitz,2025,TESLA,MODEL Y,16
WA,Cowlitz,2025,KIA,NIRO,1
WA,Cowlitz,2025,CADILLAC,OPTIQ,1
WA,Cowlitz,2025,POLESTAR,POLESTAR 3,1
WA,Cowlitz,2025,RIVIAN,R1S,1
WA,Cowlitz,2025,RIVIAN,R1T,2
WA,Cowlitz,2025,LEXUS,RX,1
WA,Cowlitz,2025,KIA,SPORTAGE,4
WA,Cowlitz,2025,VOLVO,XC90,2
WA,Cowlitz,2026,TESLA,MODEL Y,3
NC,Cumberland,2016,TESLA,MODEL S,1
NC,Cumberland,2017,TOYOTA,PRIUS PRIME,1
NC,Cumberland,2020,TESLA,MODEL 3,1
NC,Cumberland,2021,TOYOTA,PRIUS PRIME,1
NC,Cumberland,2023,TESLA,MODEL Y,1
PA,Cumberland,2022,TESLA,MODEL 3,1
NC,Currituck,2021,TESLA,MODEL 3,1
MN,Dakota,2022,VOLVO,XC90,1
TX,Dallas,2022,RIVIAN,R1T,1
TX,Dallas,2024,TESLA,MODEL Y,1
TN,Davidson,2022,BMW,IX,1
GA,DeKalb,2015,NISSAN,LEAF,1
GA,DeKalb,2019,TESLA,MODEL 3,1
GA,DeKalb,2023,RIVIAN,R1T,1
CO,Denver,2024,FORD,MUSTANG MACH-E,1
DC,District of Columbia,2018,NISSAN,LEAF,1
DC,District of Columbia,2018,TESLA,MODEL 3,1
DC,District of Columbia,2023,FORD,ESCAPE,1
DC,District of Columbia,2023,FORD,F-150,1
DC,District of Columbia,2023,RIVIAN,R1S,1
DC,District of Columbia,2024,BMW,IX,1
CO,Douglas,2020,CHRYSLER,PACIFICA,1
NE,Douglas,2016,FORD,FUSION,1
NE,Douglas,2018,CHRYSLER,PACIFICA,1
NE,Douglas,2023,AUDI,E-TRON,1
WA,Douglas,2011,NISSAN,LEAF,1
WA,Douglas,2012,NISSAN,LEAF,3
WA,Douglas,2012,TESLA,MODEL S,1
WA,Douglas,2012,CHEVROLET,VOLT,2
WA,Douglas,2013,FIAT,"500",1
WA,Douglas,2013,FORD,C-MAX,1
WA,Douglas,2013,FORD,FUSION,1
WA,Douglas,2013,NISSAN,LEAF,4
WA,Douglas,2013,TESLA,MODEL S,4
WA,Douglas,2013,CHEVROLET,VOLT,7
WA,Douglas,2014,FORD,C-MAX,3
WA,Douglas,2014,NISSAN,LEAF,2
WA,Douglas,2014,TESLA,MODEL S,2
WA,Douglas,2014,CHEVROLET,VOLT,2
WA,Douglas,2015,FORD,C-MAX,1
WA,Douglas,2015,FORD,FUSION,1
WA,Douglas,2015,NISSAN,LEAF,4
WA,Douglas,2015,TESLA,MODEL S,1
WA,Douglas,2015,TOYOTA,PRIUS PHEV,1
WA,Douglas,2016,VOLKSWAGEN,E-GOLF,1
WA,Douglas,2016,MITSUBISHI,I-MIEV,1
WA,Douglas,2016,NISSAN,LEAF,2
WA,Douglas,2016,TESLA,MODEL S,2
WA,Douglas,2016,TESLA,MODEL X,3
WA,Douglas,2016,CHEVROLET,VOLT,1
WA,Douglas,2017,CHEVROLET,BOLT EV,3
WA,Douglas,2017,SMART,FORTWO,1
WA,Douglas,2017,NISSAN,LEAF,1
WA,Douglas,2017,TESLA,MODEL S,2
WA,Douglas,2017,TESLA,MODEL X,1
WA,Douglas,2017,KIA,OPTIMA,1
WA,Douglas,2017,TOYOTA,PRIUS PRIME,1
WA,Douglas,2017,CHEVROLET,VOLT,5
WA,Douglas,2017,BMW,X5,3
WA,Douglas,2018,CHEVROLET,BOLT EV,1
WA,Douglas,2018,HONDA,CLARITY,2
WA,Douglas,2018,NISSAN,LEAF,4
WA,Douglas,2018,TESLA,MODEL 3,9
WA,Douglas,2018,TESLA,MODEL S,2
WA,Douglas,2018,TESLA,MODEL X,4
WA,Douglas,2018,KIA,NIRO,1
WA,Douglas,2018,MITSUBISHI,OUTLANDER,1
WA,Douglas,2018,TOYOTA,PRIUS PRIME,2
WA,Douglas,2018,CHEVROLET,VOLT,3
WA,Douglas,2019,CHEVROLET,BOLT EV,2
WA,Douglas,2019,HONDA,CLARITY,1
WA,Douglas,2019,SUBARU,CROSSTREK,3
WA,Douglas,2019,AUDI,E-TRON,1
WA,Douglas,2019,NISSAN,LEAF,3
WA,Douglas,2019,TESLA,MODEL 3,12
WA,Douglas,2019,TESLA,MODEL S,2
WA,Douglas,2019,TESLA,MODEL X,1
WA,Douglas,2019,KIA,NIRO,2
WA,Douglas,2020,LINCOLN,AVIATOR,2
WA,Douglas,2020,CHEVROLET,BOLT EV,2
WA,Douglas,2020,NISSAN,LEAF,2
WA,Douglas,2020,TESLA,MODEL 3,7
WA,Douglas,2020,TESLA,MODEL S,3
WA,Douglas,2020,TESLA,MODEL X,3
WA,Douglas,2020,TESLA,MODEL Y,4
WA,Douglas,2021,CHEVROLET,BOLT EV,1
WA,Douglas,2021,AUDI,E-TRON,1
WA,Douglas,2021,VOLKSWAGEN,ID.4,1
WA,Douglas,2021,TESLA,MODEL 3,11
WA,Douglas,2021,TESLA,MODEL S,1
WA,Douglas,2021,TESLA,MODEL Y,10
WA,Douglas,2021,FORD,MUSTANG MACH-E,1
WA,Douglas,2021,TOYOTA,PRIUS PRIME,2
WA,Douglas,2021,TOYOTA,RAV4 PRIME,1
WA,Douglas,2021,JEEP,WRANGLER,3
WA,Douglas,2021,VOLVO,XC60,1
WA,Douglas,2022,LINCOLN,CORSAIR,1
WA,Douglas,2022,AUDI,E-TRON,1
WA,Douglas,2022,AUDI,E-TRON SPORTBACK,1
WA,Douglas,2022,FORD,ESCAPE,1
WA,Douglas,2022,KIA,EV6,3
WA,Douglas,2022,FORD,F-150,3
WA,Douglas,2022,JEEP,GRAND CHEROKEE,1
WA,Douglas,2022,VOLKSWAGEN,ID.4,1
WA,Douglas,2022,NISSAN,LEAF,2
WA,Douglas,2022,TESLA,MODEL 3,10
WA,Douglas,2022,TESLA,MODEL Y,9
WA,Douglas,2022,FORD,MUSTANG MACH-E,6
WA,Douglas,2022,KIA,NIRO,1
WA,Douglas,2022,CHRYSLER,PACIFICA,1
WA,Douglas,2022,RIVIAN,R1S,2
WA,Douglas,2022,RIVIAN,R1T,2
WA,Douglas,2022,KIA,SORENTO,2
WA,Douglas,2022,BMW,X5,1
WA,Douglas,2022,VOLVO,XC60,1
WA,Douglas,2022,VOLVO,XC90,1
WA,Douglas,2023,BMW,"530E",1
WA,Douglas,2023,LUCID,AIR,2
WA,Douglas,2023,NISSAN,ARIYA,4
WA,Douglas,2023,CHEVROLET,BOLT EUV,2
WA,Douglas,2023,CHEVROLET,BOLT EV,1
WA,Douglas,2023,AUDI,E-TRON,1
WA,Douglas,2023,KIA,EV6,1
WA,Douglas,2023,FORD,F-150,6
WA,Douglas,2023,JEEP,GRAND CHEROKEE,3
WA,Douglas,2023,BMW,I7,1
WA,Douglas,2023,VOLKSWAGEN,ID.4,6
WA,Douglas,2023,HYUNDAI,IONIQ 5,4
WA,Douglas,2023,HYUNDAI,IONIQ 6,1
WA,Douglas,2023,HYUNDAI,KONA,2
WA,Douglas,2023,NISSAN,LEAF,2
WA,Douglas,2023,TOYOTA,MIRAI,1
WA,Douglas,2023,TESLA,MODEL 3,5
WA,Douglas,2023,TESLA,MODEL S,1
WA,Douglas,2023,TESLA,MODEL X,5
WA,Douglas,2023,TESLA,MODEL Y,18
WA,Douglas,2023,FORD,MUSTANG MACH-E,11
WA,Douglas,2023,MITSUBISHI,OUTLANDER,1
WA,Douglas,2023,CHRYSLER,PACIFICA,1
WA,Douglas,2023,TOYOTA,PRIUS PRIME,1
WA,Douglas,2023,RIVIAN,R1S,3
WA,Douglas,2023,RIVIAN,R1T,3
WA,Douglas,2023,TOYOTA,RAV4 PRIME,1
WA,Douglas,2023,HYUNDAI,SANTA FE,1
WA,Douglas,2023,SUBARU,SOLTERRA,3
WA,Douglas,2023,KIA,SPORTAGE,1
WA,Douglas,2023,PORSCHE,TAYCAN,1
WA,Douglas,2023,JEEP,WRANGLER,3
WA,Douglas,2024,CHEVROLET,BLAZER,5
WA,Douglas,2024,TOYOTA,BZ4X,2
WA,Douglas,2024,LINCOLN,CORSAIR,1
WA,Douglas,2024,MAZDA,CX-90,1
WA,Douglas,2024,TESLA,CYBERTRUCK,4
WA,Douglas,2024,CHEVROLET,EQUINOX,3
WA,Douglas,2024,FORD,ESCAPE,2
WA,Douglas,2024,KIA,EV9,3
WA,Douglas,2024,FORD,F-150,2
WA,Douglas,2024,MERCEDES-BENZ,GLE-CLASS,2
WA,Douglas,2024,JEEP,GRAND CHEROKEE,1
WA,Douglas,2024,DODGE,HORNET,1
WA,Douglas,2024,GMC,HUMMER EV SUV,1
WA,Douglas,2024,VOLKSWAGEN,ID.4,1
WA,Douglas,2024,HYUNDAI,IONIQ 5,1
WA,Douglas,2024,HYUNDAI,KONA,1
WA,Douglas,2024,NISSAN,LEAF,2
WA,Douglas,2024,CADILLAC,LYRIQ,1
WA,Douglas,2024,TESLA,MODEL 3,7
WA,Douglas,2024,TESLA,MODEL S,2
WA,Douglas,2024,TESLA,MODEL Y,17
WA,Douglas,2024,FORD,MUSTANG MACH-E,3
WA,Douglas,2024,LEXUS,NX,1
WA,Douglas,2024,TOYOTA,PRIUS PRIME,1
WA,Douglas,2024,HONDA,PROLOGUE,11
WA,Douglas,2024,AUDI,Q5 E,2
WA,Douglas,2024,AUDI,Q8,2
WA,Douglas,2024,RIVIAN,R1S,2
WA,Douglas,2024,TOYOTA,RAV4 PRIME,4
WA,Douglas,2024,SUBARU,SOLTERRA,4
WA,Douglas,2024,KIA,SPORTAGE,1
WA,Douglas,2024,ALFA ROMEO,TONALE,1
WA,Douglas,2024,JEEP,WRANGLER,6
WA,Douglas,2024,BMW,X5,4
WA,Douglas,2024,VOLVO,XC90,1
WA,Douglas,2025,CHEVROLET,BLAZER,2
WA,Douglas,2025,MAZDA,CX-70,1
WA,Douglas,2025,CHEVROLET,EQUINOX,1
WA,Douglas,2025,BMW,I4,1
WA,Douglas,2025,HYUNDAI,IONIQ 5 N,1
WA,Douglas,2025,BMW,IX,1
WA,Douglas,2025,NISSAN,LEAF,2
WA,Douglas,2025,TESLA,MODEL 3,4
WA,Douglas,2025,TESLA,MODEL Y,8
WA,Douglas,2025,RIVIAN,R1S,3
WA,Douglas,2025,RIVIAN,R1T,2
WA,Douglas,2025,KIA,SPORTAGE,2
WA,Douglas,2025,JEEP,WAGONEER S,1
WA,Douglas,2025,BMW,X5,1
WA,Douglas,2026,TESLA,MODEL Y,1
NM,Doña Ana,2022,VOLKSWAGEN,ID.4,1
FL,Duval,2022,TESLA,MODEL 3,1
FL,Duval,2022,RIVIAN,R1T,1
FL,Duval,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,1
FL,Duval,2023,JEEP,WRANGLER,1
CO,El Paso,2015,TESLA,MODEL S,1
CO,El Paso,2017,TOYOTA,PRIUS PRIME,1
CO,El Paso,2019,SUBARU,CROSSTREK,1
CO,El Paso,2019,NISSAN,LEAF,1
CO,El Paso,2021,CHRYSLER,PACIFICA,1
CO,El Paso,2021,VOLVO,XC60,1
CO,El Paso,2022,TESLA,MODEL 3,1
CO,El Paso,2022,TESLA,MODEL Y,1
CO,El Paso,2022,VOLVO,XC40,1
CO,El Paso,2022,VOLVO,XC60,1
CO,El Paso,2023,FORD,F-150,1
CO,El Paso,2023,TESLA,MODEL Y,3
CO,El Paso,2023,AUDI,Q5 E,1
CO,El Paso,2024,RIVIAN,R1S,1
CO,El Paso,2024,VOLVO,XC90,1
TX,El Paso,2017,KIA,OPTIMA,1
TX,El Paso,2020,TESLA,MODEL 3,1
TX,El Paso,2023,NISSAN,ARIYA,1
TX,El Paso,2023,JEEP,WRANGLER,1
FL,Escambia,2017,KIA,OPTIMA,1
FL,Escambia,2023,TESLA,MODEL Y,1
NJ,Essex,2021,HYUNDAI,KONA,1
NJ,Essex,2024,VOLVO,XC60,1
VA,Fairfax,2014,NISSAN,LEAF,1
