"State","County","Model Year","Make","Model","TTL_VEHICLES"
WA,Snohomish,2024,MITSUBISHI,OUTLANDER,4
WA,Snohomish,2024,CHRYSLER,PACIFICA,11
WA,Snohomish,2024,TOYOTA,PRIUS PRIME,11
WA,Snohomish,2024,HONDA,PROLOGUE,38
WA,Snohomish,2024,POLESTAR,PS2,20
WA,Snohomish,2024,AUDI,Q5 E,17
WA,Snohomish,2024,AUDI,Q8,31
WA,Snohomish,2024,RIVIAN,R1S,33
WA,Snohomish,2024,RIVIAN,R1T,17
WA,Snohomish,2024,LAND ROVER,RANGE ROVER SPORT,1
WA,Snohomish,2024,TOYOTA,RAV4 PRIME,38
WA,Snohomish,2024,AUDI,RS E-TRON GT,2
WA,Snohomish,2024,LEXUS,RX,8
WA,Snohomish,2024,LEXUS,RZ,12
WA,Snohomish,2024,MERCEDES-BENZ,S-CLASS,4
WA,Snohomish,2024,VOLVO,S60,4
WA,Snohomish,2024,VOLVO,S90,1
WA,Snohomish,2024,CHEVROLET,SILVERADO,8
WA,Snohomish,2024,SUBARU,SOLTERRA,10
WA,Snohomish,2024,KIA,SORENTO,6
WA,Snohomish,2024,KIA,SPORTAGE,20
WA,Snohomish,2024,AUDI,SQ8,4
WA,Snohomish,2024,PORSCHE,TAYCAN,6
WA,Snohomish,2024,ALFA ROMEO,TONALE,11
WA,Snohomish,2024,FORD,TRANSIT,5
WA,Snohomish,2024,HYUNDAI,TUCSON,20
WA,Snohomish,2024,LEXUS,TX,4
WA,Snohomish,2024,JEEP,WAGONEER S,4
WA,Snohomish,2024,JEEP,WRANGLER,42
WA,Snohomish,2024,BMW,X5,11
WA,Snohomish,2024,VOLVO,XC40,14
WA,Snohomish,2024,VOLVO,XC60,24
WA,Snohomish,2024,VOLVO,XC90,26
WA,Snohomish,2024,BMW,XM,2
WA,Snohomish,2024,ACURA,ZDX,20
WA,Snohomish,2025,BMW,"550E",1
WA,Snohomish,2025,LUCID,AIR,6
WA,Snohomish,2025,MERCEDES-BENZ,AMG GT,2
WA,Snohomish,2025,NISSAN,ARIYA,16
WA,Snohomish,2025,CHEVROLET,BLAZER,10
WA,Snohomish,2025,TOYOTA,BZ4X,11
WA,Snohomish,2025,MERCEDES-BENZ,C-CLASS,1
WA,Snohomish,2025,PORSCHE,CAYENNE,2
WA,Snohomish,2025,DODGE,CHARGER,1
WA,Snohomish,2025,MINI,COUNTRYMAN,7
WA,Snohomish,2025,MAZDA,CX-70,10
WA,Snohomish,2025,MAZDA,CX-90,19
WA,Snohomish,2025,TESLA,CYBERTRUCK,7
WA,Snohomish,2025,MERCEDES-BENZ,E-CLASS,3
WA,Snohomish,2025,MERCEDES-BENZ,EQE-CLASS SUV,2
WA,Snohomish,2025,MERCEDES-BENZ,EQS-CLASS SUV,3
WA,Snohomish,2025,CHEVROLET,EQUINOX,27
WA,Snohomish,2025,FORD,ESCAPE,8
WA,Snohomish,2025,KIA,EV9,28
WA,Snohomish,2025,VOLVO,EX30,8
WA,Snohomish,2025,VOLVO,EX90,10
WA,Snohomish,2025,FORD,F-150,1
WA,Snohomish,2025,MERCEDES-BENZ,G-CLASS,3
WA,Snohomish,2025,MERCEDES-BENZ,GLC-CLASS,8
WA,Snohomish,2025,MERCEDES-BENZ,GLE-CLASS,7
WA,Snohomish,2025,GENESIS,GV60,5
WA,Snohomish,2025,GENESIS,GV70,1
WA,Snohomish,2025,GMC,HUMMER EV PICKUP,5
WA,Snohomish,2025,GMC,HUMMER EV SUV,7
WA,Snohomish,2025,BMW,I4,16
WA,Snohomish,2025,BMW,I5,6
WA,Snohomish,2025,VOLKSWAGEN,ID. BUZZ,13
WA,Snohomish,2025,VOLKSWAGEN,ID.4,4
WA,Snohomish,2025,HYUNDAI,IONIQ 5,11
WA,Snohomish,2025,HYUNDAI,IONIQ 5 N,4
WA,Snohomish,2025,HYUNDAI,IONIQ 6,10
WA,Snohomish,2025,BMW,IX,14
WA,Snohomish,2025,HYUNDAI,KONA,19
WA,Snohomish,2025,NISSAN,LEAF,20
WA,Snohomish,2025,CADILLAC,LYRIQ,25
WA,Snohomish,2025,BMW,M5,2
WA,Snohomish,2025,PORSCHE,MACAN,7
WA,Snohomish,2025,TESLA,MODEL 3,28
WA,Snohomish,2025,TESLA,MODEL S,6
WA,Snohomish,2025,TESLA,MODEL X,17
WA,Snohomish,2025,TESLA,MODEL Y,44
WA,Snohomish,2025,KIA,NIRO,11
WA,Snohomish,2025,LEXUS,NX,12
WA,Snohomish,2025,CADILLAC,OPTIQ,11
WA,Snohomish,2025,MITSUBISHI,OUTLANDER,2
WA,Snohomish,2025,CHRYSLER,PACIFICA,4
WA,Snohomish,2025,PORSCHE,PANAMERA,1
WA,Snohomish,2025,POLESTAR,POLESTAR 3,4
WA,Snohomish,2025,TOYOTA,PRIUS PHEV,1
WA,Snohomish,2025,HONDA,PROLOGUE,3
WA,Snohomish,2025,POLESTAR,PS2,1
WA,Snohomish,2025,AUDI,Q5 E,5
WA,Snohomish,2025,AUDI,Q6,7
WA,Snohomish,2025,RIVIAN,R1S,22
WA,Snohomish,2025,RIVIAN,R1T,15
WA,Snohomish,2025,LAND ROVER,RANGE ROVER,2
WA,Snohomish,2025,LAND ROVER,RANGE ROVER SPORT,2
WA,Snohomish,2025,TOYOTA,RAV4 PHEV,21
WA,Snohomish,2025,LAMBORGHINI,REVUELTO,1
WA,Snohomish,2025,LEXUS,RX,5
WA,Snohomish,2025,LEXUS,RZ,8
WA,Snohomish,2025,AUDI,S E-TRON GT,1
WA,Snohomish,2025,MERCEDES-BENZ,S-CLASS,2
WA,Snohomish,2025,VOLVO,S60,4
WA,Snohomish,2025,GMC,SIERRA,2
WA,Snohomish,2025,CHEVROLET,SILVERADO,6
WA,Snohomish,2025,KIA,SORENTO,14
WA,Snohomish,2025,KIA,SPORTAGE,16
WA,Snohomish,2025,PORSCHE,TAYCAN,3
WA,Snohomish,2025,HYUNDAI,TUCSON,2
WA,Snohomish,2025,VOLVO,V60,2
WA,Snohomish,2025,JEEP,WRANGLER,4
WA,Snohomish,2025,BMW,X5,11
WA,Snohomish,2025,VOLVO,XC60,15
WA,Snohomish,2025,VOLVO,XC90,23
WA,Snohomish,2025,BMW,XM,1
WA,Snohomish,2026,TESLA,MODEL Y,11
CA,Solano,2021,TESLA,MODEL Y,1
CA,Solano,2022,HYUNDAI,KONA,1
CA,Solano,2022,TESLA,MODEL 3,1
CA,Sonoma,2018,HONDA,CLARITY,1
WA,Spokane,2008,TESLA,ROADSTER,1
WA,Spokane,2010,TESLA,ROADSTER,1
WA,Spokane,2010,WHEEGO ELECTRIC CARS,WHEEGO,1
WA,Spokane,2011,NISSAN,LEAF,10
WA,Spokane,2011,CHEVROLET,VOLT,7
WA,Spokane,2012,MITSUBISHI,I-MIEV,1
WA,Spokane,2012,NISSAN,LEAF,9
WA,Spokane,2012,TESLA,MODEL S,7
WA,Spokane,2012,TOYOTA,PRIUS PHEV,8
WA,Spokane,2012,TOYOTA,RAV4,1
WA,Spokane,2012,CHEVROLET,VOLT,15
WA,Spokane,2013,FIAT,"500",3
WA,Spokane,2013,FORD,C-MAX,8
WA,Spokane,2013,FORD,FOCUS,2
WA,Spokane,2013,SMART,FORTWO ELECTRIC DRIVE,1
WA,Spokane,2013,FORD,FUSION,7
WA,Spokane,2013,NISSAN,LEAF,10
WA,Spokane,2013,TESLA,MODEL S,8
WA,Spokane,2013,TOYOTA,PRIUS PHEV,6
WA,Spokane,2013,CHEVROLET,VOLT,24
WA,Spokane,2014,FIAT,"500",2
WA,Spokane,2014,FORD,C-MAX,7
WA,Spokane,2014,CADILLAC,ELR,1
WA,Spokane,2014,SMART,FORTWO ELECTRIC DRIVE,2
WA,Spokane,2014,FORD,FUSION,7
WA,Spokane,2014,BMW,I3,4
WA,Spokane,2014,BMW,I8,1
WA,Spokane,2014,NISSAN,LEAF,10
WA,Spokane,2014,TESLA,MODEL S,10
WA,Spokane,2014,TOYOTA,PRIUS PHEV,6
WA,Spokane,2014,CHEVROLET,SPARK,1
WA,Spokane,2014,CHEVROLET,VOLT,25
WA,Spokane,2015,FIAT,"500",4
WA,Spokane,2015,FORD,C-MAX,3
WA,Spokane,2015,PORSCHE,CAYENNE,2
WA,Spokane,2015,VOLKSWAGEN,E-GOLF,5
WA,Spokane,2015,FORD,FOCUS,2
WA,Spokane,2015,SMART,FORTWO ELECTRIC DRIVE,1
WA,Spokane,2015,FORD,FUSION,9
WA,Spokane,2015,BMW,I3,6
WA,Spokane,2015,BMW,I8,1
WA,Spokane,2015,NISSAN,LEAF,10
WA,Spokane,2015,TESLA,MODEL S,23
WA,Spokane,2015,PORSCHE,PANAMERA,1
WA,Spokane,2015,TOYOTA,PRIUS PHEV,2
WA,Spokane,2015,KIA,SOUL,1
WA,Spokane,2015,CHEVROLET,SPARK,6
WA,Spokane,2015,CHEVROLET,VOLT,22
WA,Spokane,2016,FIAT,"500",1
WA,Spokane,2016,AUDI,A3,3
WA,Spokane,2016,FORD,C-MAX,6
WA,Spokane,2016,PORSCHE,CAYENNE,5
WA,Spokane,2016,VOLKSWAGEN,E-GOLF,10
WA,Spokane,2016,FORD,FOCUS,1
WA,Spokane,2016,SMART,FORTWO,1
WA,Spokane,2016,FORD,FUSION,13
WA,Spokane,2016,MITSUBISHI,I-MIEV,1
WA,Spokane,2016,BMW,I3,4
WA,Spokane,2016,BMW,I8,2
WA,Spokane,2016,NISSAN,LEAF,17
WA,Spokane,2016,TESLA,MODEL S,16
WA,Spokane,2016,TESLA,MODEL X,14
WA,Spokane,2016,HYUNDAI,SONATA,2
WA,Spokane,2016,KIA,SOUL,9
WA,Spokane,2016,CHEVROLET,SPARK,1
WA,Spokane,2016,CHEVROLET,VOLT,9
WA,Spokane,2016,BMW,X5,2
WA,Spokane,2016,VOLVO,XC90,4
WA,Spokane,2017,BMW,"330E",1
WA,Spokane,2017,FIAT,"500",4
WA,Spokane,2017,BMW,"740E",1
WA,Spokane,2017,AUDI,A3,5
WA,Spokane,2017,CHEVROLET,BOLT EV,16
WA,Spokane,2017,FORD,C-MAX,6
WA,Spokane,2017,PORSCHE,CAYENNE,3
WA,Spokane,2017,VOLKSWAGEN,E-GOLF,1
WA,Spokane,2017,FORD,FUSION,13
WA,Spokane,2017,MERCEDES-BENZ,GLE-CLASS,1
WA,Spokane,2017,BMW,I3,13
WA,Spokane,2017,HYUNDAI,IONIQ,1
WA,Spokane,2017,NISSAN,LEAF,7
WA,Spokane,2017,TESLA,MODEL 3,3
WA,Spokane,2017,TESLA,MODEL S,15
WA,Spokane,2017,TESLA,MODEL X,21
WA,Spokane,2017,KIA,OPTIMA,1
WA,Spokane,2017,CHRYSLER,PACIFICA,4
WA,Spokane,2017,TOYOTA,PRIUS PRIME,11
WA,Spokane,2017,HYUNDAI,SONATA,2
WA,Spokane,2017,KIA,SOUL,4
WA,Spokane,2017,CHEVROLET,VOLT,31
WA,Spokane,2017,BMW,X5,6
WA,Spokane,2017,VOLVO,XC90,5
WA,Spokane,2018,BMW,"330E",1
WA,Spokane,2018,FIAT,"500",1
WA,Spokane,2018,BMW,"530E",5
WA,Spokane,2018,BMW,"740E",1
WA,Spokane,2018,AUDI,A3,1
WA,Spokane,2018,CHEVROLET,BOLT EV,12
WA,Spokane,2018,MERCEDES-BENZ,C-CLASS,1
WA,Spokane,2018,HONDA,CLARITY,17
WA,Spokane,2018,MINI,COUNTRYMAN,1
WA,Spokane,2018,VOLKSWAGEN,E-GOLF,2
WA,Spokane,2018,FORD,FUSION,4
WA,Spokane,2018,BMW,I3,6
WA,Spokane,2018,NISSAN,LEAF,9
WA,Spokane,2018,TESLA,MODEL 3,21
WA,Spokane,2018,TESLA,MODEL S,13
WA,Spokane,2018,TESLA,MODEL X,11
WA,Spokane,2018,KIA,NIRO,2
WA,Spokane,2018,MITSUBISHI,OUTLANDER,3
WA,Spokane,2018,CHRYSLER,PACIFICA,14
WA,Spokane,2018,PORSCHE,PANAMERA,1
WA,Spokane,2018,TOYOTA,PRIUS PRIME,9
WA,Spokane,2018,VOLVO,S90,2
WA,Spokane,2018,KIA,SOUL,2
WA,Spokane,2018,CHEVROLET,VOLT,21
WA,Spokane,2018,BMW,X5,8
WA,Spokane,2018,VOLVO,XC60,5
WA,Spokane,2018,VOLVO,XC90,2
WA,Spokane,2019,BMW,"530E",1
WA,Spokane,2019,BMW,"740E",1
WA,Spokane,2019,CHEVROLET,BOLT EV,13
WA,Spokane,2019,PORSCHE,CAYENNE,3
WA,Spokane,2019,HONDA,CLARITY,6
WA,Spokane,2019,MINI,COUNTRYMAN,3
WA,Spokane,2019,SUBARU,CROSSTREK,2
WA,Spokane,2019,VOLKSWAGEN,E-GOLF,8
WA,Spokane,2019,AUDI,E-TRON,12
WA,Spokane,2019,SMART,EQ FORTWO,1
WA,Spokane,2019,FORD,FUSION,6
WA,Spokane,2019,MERCEDES-BENZ,GLC-CLASS,4
WA,Spokane,2019,JAGUAR,I-PACE,5
WA,Spokane,2019,BMW,I3,2
WA,Spokane,2019,BMW,I8,4
WA,Spokane,2019,HYUNDAI,IONIQ,3
WA,Spokane,2019,HYUNDAI,KONA,2
WA,Spokane,2019,NISSAN,LEAF,16
WA,Spokane,2019,TESLA,MODEL 3,20
WA,Spokane,2019,TESLA,MODEL S,10
WA,Spokane,2019,TESLA,MODEL X,10
WA,Spokane,2019,KIA,NIRO,6
WA,Spokane,2019,MITSUBISHI,OUTLANDER,4
WA,Spokane,2019,CHRYSLER,PACIFICA,2
WA,Spokane,2019,TOYOTA,PRIUS PRIME,9
WA,Spokane,2019,CHEVROLET,VOLT,5
WA,Spokane,2019,VOLVO,XC60,3
WA,Spokane,2019,VOLVO,XC90,1
WA,Spokane,2020,BMW,"745E",2
WA,Spokane,2020,LINCOLN,AVIATOR,2
WA,Spokane,2020,CHEVROLET,BOLT EV,20
WA,Spokane,2020,PORSCHE,CAYENNE,1
WA,Spokane,2020,HONDA,CLARITY,7
WA,Spokane,2020,AUDI,E-TRON SPORTBACK,2
WA,Spokane,2020,FORD,FUSION,3
WA,Spokane,2020,MERCEDES-BENZ,GLC-CLASS,1
WA,Spokane,2020,MINI,HARDTOP,1
WA,Spokane,2020,JAGUAR,I-PACE,4
WA,Spokane,2020,BMW,I3,1
WA,Spokane,2020,HYUNDAI,IONIQ,2
WA,Spokane,2020,HYUNDAI,KONA,6
WA,Spokane,2020,NISSAN,LEAF,10
WA,Spokane,2020,TESLA,MODEL 3,26
WA,Spokane,2020,TESLA,MODEL S,10
WA,Spokane,2020,TESLA,MODEL X,17
WA,Spokane,2020,TESLA,MODEL Y,19
WA,Spokane,2020,KIA,NIRO,8
WA,Spokane,2020,MITSUBISHI,OUTLANDER,2
WA,Spokane,2020,CHRYSLER,PACIFICA,7
WA,Spokane,2020,TOYOTA,PRIUS PRIME,6
WA,Spokane,2020,AUDI,Q5 E,6
WA,Spokane,2020,LAND ROVER,RANGE ROVER,1
WA,Spokane,2020,LAND ROVER,RANGE ROVER SPORT,2
WA,Spokane,2020,PORSCHE,TAYCAN,2
WA,Spokane,2020,BMW,X3,4
WA,Spokane,2020,VOLVO,XC60,1
WA,Spokane,2020,VOLVO,XC90,2
WA,Spokane,2021,BMW,"530E",1
WA,Spokane,2021,AUDI,A7 E,1
WA,Spokane,2021,LINCOLN,AVIATOR,4
WA,Spokane,2021,CHEVROLET,BOLT EV,13
WA,Spokane,2021,AUDI,E-TRON,4
WA,Spokane,2021,MINI,HARDTOP,1
WA,Spokane,2021,VOLKSWAGEN,ID.4,16
WA,Spokane,2021,HYUNDAI,KONA,6
WA,Spokane,2021,NISSAN,LEAF,8
WA,Spokane,2021,TESLA,MODEL 3,27
WA,Spokane,2021,TESLA,MODEL S,14
WA,Spokane,2021,TESLA,MODEL X,3
WA,Spokane,2021,TESLA,MODEL Y,31
WA,Spokane,2021,FORD,MUSTANG MACH-E,22
WA,Spokane,2021,KIA,NIRO,1
WA,Spokane,2021,CHRYSLER,PACIFICA,20
WA,Spokane,2021,PORSCHE,PANAMERA,1
WA,Spokane,2021,TOYOTA,PRIUS PRIME,8
WA,Spokane,2021,POLESTAR,PS2,3
WA,Spokane,2021,AUDI,Q5 E,9
WA,Spokane,2021,LAND ROVER,RANGE ROVER SPORT,1
WA,Spokane,2021,TOYOTA,RAV4 PRIME,23
WA,Spokane,2021,VOLVO,S60,1
WA,Spokane,2021,PORSCHE,TAYCAN,3
WA,Spokane,2021,JEEP,WRANGLER,19
WA,Spokane,2021,BMW,X3,9
WA,Spokane,2021,BMW,X5,7
WA,Spokane,2021,VOLVO,XC40,1
WA,Spokane,2021,VOLVO,XC60,4
WA,Spokane,2021,VOLVO,XC90,7
WA,Spokane,2022,BMW,"530E",2
WA,Spokane,2022,LINCOLN,AVIATOR,2
WA,Spokane,2022,CHEVROLET,BOLT EUV,16
WA,Spokane,2022,CHEVROLET,BOLT EV,11
WA,Spokane,2022,VOLVO,C40,2
WA,Spokane,2022,PORSCHE,CAYENNE,1
WA,Spokane,2022,LINCOLN,CORSAIR,1
WA,Spokane,2022,MINI,COUNTRYMAN,2
WA,Spokane,2022,AUDI,E-TRON,10
WA,Spokane,2022,AUDI,E-TRON GT,3
WA,Spokane,2022,AUDI,E-TRON SPORTBACK,1
WA,Spokane,2022,MERCEDES-BENZ,EQB-CLASS,2
WA,Spokane,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,1
WA,Spokane,2022,FORD,ESCAPE,7
WA,Spokane,2022,KIA,EV6,13
WA,Spokane,2022,FORD,F-150,13
WA,Spokane,2022,JEEP,GRAND CHEROKEE,21
WA,Spokane,2022,MINI,HARDTOP,5
WA,Spokane,2022,BMW,I4,1
WA,Spokane,2022,VOLKSWAGEN,ID.4,19
WA,Spokane,2022,HYUNDAI,IONIQ 5,14
WA,Spokane,2022,BMW,IX,3
WA,Spokane,2022,HYUNDAI,KONA,5
WA,Spokane,2022,NISSAN,LEAF,15
WA,Spokane,2022,TESLA,MODEL 3,29
WA,Spokane,2022,TESLA,MODEL S,15
WA,Spokane,2022,TESLA,MODEL X,13
WA,Spokane,2022,TESLA,MODEL Y,32
WA,Spokane,2022,FORD,MUSTANG MACH-E,29
WA,Spokane,2022,KIA,NIRO,14
WA,Spokane,2022,LEXUS,NX,3
WA,Spokane,2022,MITSUBISHI,OUTLANDER,4
WA,Spokane,2022,CHRYSLER,PACIFICA,11
WA,Spokane,2022,PORSCHE,PANAMERA,1
WA,Spokane,2022,TOYOTA,PRIUS PRIME,4
WA,Spokane,2022,POLESTAR,PS2,4
WA,Spokane,2022,AUDI,Q4,3
WA,Spokane,2022,AUDI,Q5,4
WA,Spokane,2022,RIVIAN,R1S,2
WA,Spokane,2022,RIVIAN,R1T,15
WA,Spokane,2022,TOYOTA,RAV4 PRIME,8
WA,Spokane,2022,VOLVO,S60,1
WA,Spokane,2022,HYUNDAI,SANTA FE,1
WA,Spokane,2022,KIA,SORENTO,14
WA,Spokane,2022,PORSCHE,TAYCAN,6
WA,Spokane,2022,FORD,TRANSIT,4
WA,Spokane,2022,HYUNDAI,TUCSON,2
WA,Spokane,2022,JEEP,WRANGLER,14
WA,Spokane,2022,BMW,X5,11
WA,Spokane,2022,VOLVO,XC40,2
WA,Spokane,2022,VOLVO,XC60,8
WA,Spokane,2022,VOLVO,XC90,5
WA,Spokane,2023,BMW,"330E",2
WA,Spokane,2023,LUCID,AIR,3
WA,Spokane,2023,NISSAN,ARIYA,14
WA,Spokane,2023,LINCOLN,AVIATOR,4
WA,Spokane,2023,CHEVROLET,BOLT EUV,17
WA,Spokane,2023,CHEVROLET,BOLT EV,11
WA,Spokane,2023,TOYOTA,BZ4X,7
WA,Spokane,2023,VOLVO,C40,2
WA,Spokane,2023,PORSCHE,CAYENNE,2
WA,Spokane,2023,AUDI,E-TRON,10
WA,Spokane,2023,AUDI,E-TRON GT,1
WA,Spokane,2023,MERCEDES-BENZ,EQB-CLASS,4
WA,Spokane,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,2
WA,Spokane,2023,MERCEDES-BENZ,EQE-CLASS SUV,4
WA,Spokane,2023,MERCEDES-BENZ,EQS-CLASS SUV,3
WA,Spokane,2023,FORD,ESCAPE,4
WA,Spokane,2023,KIA,EV6,25
WA,Spokane,2023,FORD,F-150,30
WA,Spokane,2023,GENESIS,G80,1
WA,Spokane,2023,JEEP,GRAND CHEROKEE,23
WA,Spokane,2023,GENESIS,GV60,1
WA,Spokane,2023,MINI,HARDTOP,3
WA,Spokane,2023,BMW,I4,10
WA,Spokane,2023,BMW,I7,2
WA,Spokane,2023,VOLKSWAGEN,ID.4,35
WA,Spokane,2023,HYUNDAI,IONIQ 5,20
WA,Spokane,2023,HYUNDAI,IONIQ 6,8
WA,Spokane,2023,BMW,IX,7
WA,Spokane,2023,HYUNDAI,KONA,3
WA,Spokane,2023,NISSAN,LEAF,8
WA,Spokane,2023,TESLA,MODEL 3,32
WA,Spokane,2023,TESLA,MODEL S,10
WA,Spokane,2023,TESLA,MODEL X,21
WA,Spokane,2023,TESLA,MODEL Y,34
WA,Spokane,2023,FORD,MUSTANG MACH-E,47
WA,Spokane,2023,KIA,NIRO,12
WA,Spokane,2023,FISKER,OCEAN,4
WA,Spokane,2023,MITSUBISHI,OUTLANDER,17
WA,Spokane,2023,CHRYSLER,PACIFICA,27
WA,Spokane,2023,TOYOTA,PRIUS PRIME,2
WA,Spokane,2023,POLESTAR,PS2,1
WA,Spokane,2023,AUDI,Q4,10
WA,Spokane,2023,AUDI,Q5 E,6
WA,Spokane,2023,RIVIAN,R1S,8
WA,Spokane,2023,RIVIAN,R1T,19
WA,Spokane,2023,TOYOTA,RAV4 PRIME,16
WA,Spokane,2023,AUDI,RS E-TRON GT,1
WA,Spokane,2023,LEXUS,RZ,8
WA,Spokane,2023,HYUNDAI,SANTA FE,3
WA,Spokane,2023,SUBARU,SOLTERRA,10
WA,Spokane,2023,KIA,SORENTO,6
WA,Spokane,2023,KIA,SPORTAGE,15
WA,Spokane,2023,PORSCHE,TAYCAN,2
WA,Spokane,2023,FORD,TRANSIT,10
WA,Spokane,2023,HYUNDAI,TUCSON,3
WA,Spokane,2023,JEEP,WRANGLER,25
WA,Spokane,2023,BMW,X5,11
WA,Spokane,2023,VOLVO,XC40,2
WA,Spokane,2023,VOLVO,XC60,3
WA,Spokane,2023,VOLVO,XC90,7
WA,Spokane,2024,BMW,"330E",2
WA,Spokane,2024,FIAT,"500E",1
WA,Spokane,2024,LUCID,AIR,2
WA,Spokane,2024,NISSAN,ARIYA,6
WA,Spokane,2024,CHEVROLET,BLAZER,19
WA,Spokane,2024,TOYOTA,BZ4X,10
WA,Spokane,2024,PORSCHE,CAYENNE,1
WA,Spokane,2024,DODGE,CHARGER,1
WA,Spokane,2024,LINCOLN,CORSAIR,7
WA,Spokane,2024,MAZDA,CX-90,20
WA,Spokane,2024,TESLA,CYBERTRUCK,18
WA,Spokane,2024,MERCEDES-BENZ,EQB-CLASS,1
WA,Spokane,2024,MERCEDES-BENZ,EQE-CLASS SEDAN,3
WA,Spokane,2024,MERCEDES-BENZ,EQE-CLASS SUV,2
WA,Spokane,2024,MERCEDES-BENZ,EQS-CLASS SUV,2
WA,Spokane,2024,CHEVROLET,EQUINOX,19
WA,Spokane,2024,FORD,ESCAPE,2
WA,Spokane,2024,KIA,EV6,26
WA,Spokane,2024,KIA,EV9,27
WA,Spokane,2024,FORD,F-150,39
WA,Spokane,2024,MERCEDES-BENZ,GLE-CLASS,4
WA,Spokane,2024,JEEP,GRAND CHEROKEE,24
WA,Spokane,2024,MINI,HARDTOP,5
WA,Spokane,2024,DODGE,HORNET,8
WA,Spokane,2024,GMC,HUMMER EV PICKUP,3
WA,Spokane,2024,GMC,HUMMER EV SUV,5
WA,Spokane,2024,BMW,I4,11
WA,Spokane,2024,BMW,I5,2
WA,Spokane,2024,BMW,I7,3
WA,Spokane,2024,VOLKSWAGEN,ID.4,12
WA,Spokane,2024,HYUNDAI,IONIQ 5,13
WA,Spokane,2024,HYUNDAI,IONIQ 6,3
WA,Spokane,2024,BMW,IX,8
WA,Spokane,2024,HYUNDAI,KONA,3
WA,Spokane,2024,NISSAN,LEAF,1
WA,Spokane,2024,CADILLAC,LYRIQ,11
WA,Spokane,2024,PORSCHE,MACAN,4
WA,Spokane,2024,TESLA,MODEL 3,30
WA,Spokane,2024,TESLA,MODEL S,8
WA,Spokane,2024,TESLA,MODEL X,19
WA,Spokane,2024,TESLA,MODEL Y,37
WA,Spokane,2024,FORD,MUSTANG MACH-E,19
WA,Spokane,2024,KIA,NIRO,15
WA,Spokane,2024,LEXUS,NX,7
WA,Spokane,2024,MITSUBISHI,OUTLANDER,13
WA,Spokane,2024,CHRYSLER,PACIFICA,12
WA,Spokane,2024,TOYOTA,PRIUS PRIME,10
WA,Spokane,2024,HONDA,PROLOGUE,18
WA,Spokane,2024,POLESTAR,PS2,2
WA,Spokane,2024,AUDI,Q5 E,10
WA,Spokane,2024,AUDI,Q8,11
WA,Spokane,2024,RIVIAN,R1S,18
WA,Spokane,2024,RIVIAN,R1T,6
WA,Spokane,2024,TOYOTA,RAV4 PRIME,24
WA,Spokane,2024,LAMBORGHINI,REVUELTO,1
WA,Spokane,2024,LEXUS,RX,5
WA,Spokane,2024,LEXUS,RZ,3
WA,Spokane,2024,VOLVO,S60,2
WA,Spokane,2024,CHEVROLET,SILVERADO,5
WA,Spokane,2024,SUBARU,SOLTERRA,11
WA,Spokane,2024,ROLLS-ROYCE,SPECTRE,1
WA,Spokane,2024,KIA,SPORTAGE,6
WA,Spokane,2024,PORSCHE,TAYCAN,2
WA,Spokane,2024,HYUNDAI,TUCSON,10
WA,Spokane,2024,VOLVO,V60,1
WA,Spokane,2024,JEEP,WRANGLER,36
WA,Spokane,2024,BMW,X5,9
WA,Spokane,2024,VOLVO,XC40,1
WA,Spokane,2024,VOLVO,XC60,8
WA,Spokane,2024,VOLVO,XC90,2
WA,Spokane,2024,ACURA,ZDX,10
WA,Spokane,2025,LUCID,AIR,1
WA,Spokane,2025,NISSAN,ARIYA,3
WA,Spokane,2025,CHEVROLET,BLAZER,2
WA,Spokane,2025,TOYOTA,BZ4X,6
WA,Spokane,2025,MERCEDES-BENZ,C-CLASS,1
WA,Spokane,2025,PORSCHE,CAYENNE,2
WA,Spokane,2025,LINCOLN,CORSAIR,1
WA,Spokane,2025,MINI,COUNTRYMAN,1
WA,Spokane,2025,MAZDA,CX-70,7
WA,Spokane,2025,MAZDA,CX-90,6
WA,Spokane,2025,TESLA,CYBERTRUCK,1
WA,Spokane,2025,CHEVROLET,EQUINOX,7
WA,Spokane,2025,FORD,ESCAPE,1
WA,Spokane,2025,KIA,EV9,5
WA,Spokane,2025,VOLVO,EX40,2
WA,Spokane,2025,MERCEDES-BENZ,GLC-CLASS,5
WA,Spokane,2025,MERCEDES-BENZ,GLE-CLASS,8
WA,Spokane,2025,GMC,HUMMER EV PICKUP,4
WA,Spokane,2025,GMC,HUMMER EV SUV,5
WA,Spokane,2025,BMW,I4,3
WA,Spokane,2025,BMW,I5,1
WA,Spokane,2025,VOLKSWAGEN,ID. BUZZ,4
WA,Spokane,2025,VOLKSWAGEN,ID.4,1
WA,Spokane,2025,HYUNDAI,IONIQ 5,6
WA,Spokane,2025,HYUNDAI,IONIQ 5 N,1
WA,Spokane,2025,HYUNDAI,IONIQ 6,8
WA,Spokane,2025,BMW,IX,5
WA,Spokane,2025,HYUNDAI,KONA,2
WA,Spokane,2025,NISSAN,LEAF,9
WA,Spokane,2025,CADILLAC,LYRIQ,2
WA,Spokane,2025,PORSCHE,MACAN,3
WA,Spokane,2025,TESLA,MODEL 3,22
WA,Spokane,2025,TESLA,MODEL X,2
